numberOfRooms,numberOfBedrooms,livingSpace,apartmentFloor,zipCode,price
3,2,75,2,75019,650000
3,1,"53,4",2,75003,880000
2,1,32,5,75012,344500
2,2,16,6,75017,195000
2,1,46,4,75005,795000
3,2,"75,5",4,75013,798000
2,1,"34,5",5,75015,319000
4,3,80,2,75002,950000
2,1,35,4,75019,319000
3,2,60,1,75019,480000
5,3,"232,1",4,75008,3290000
3,2,103,4,75016,979000
3,2,67,1,75020,660000
3,2,53,1,75012,485000
2,1,"46,6",1,75007,695000
5,3,105,29,75013,629530
4,2,"91,9",1,75015,645000
2,1,37,1,75015,460000
2,1,57,4,75013,498750
6,2,151,2,75008,5200000
4,3,84,1,75012,728000
2,1,60,7,75016,1100000
3,2,113,2,75016,1490000
3,2,46,2,75015,520000
2,1,37,2,75011,398000
7,4,220,4,75016,3180000
4,3,97,3,75012,993408
5,4,"97,1",2,75020,977600
5,4,122,1,75015,1490000
2,1,"36,5",2,75014,420000
2,1,44,7,75015,330000
5,3,136,4,75009,1290000
2,1,37,6,75014,700000
3,2,69,2,75017,850000
2,1,39,5,75010,460000
2,1,"52,5",1,75005,890000
5,3,"113,5",1,75003,1680000
3,1,55,2,75017,850000
4,3,89,3,75018,893000
2,1,25,6,75007,299000
4,1,"113,8",3,75006,2700000
2,1,"37,4",1,75015,399000
2,1,35,4,75011,385000
4,2,82,1,75013,595000
2,1,33,2,75012,320000
3,2,"67,3",5,75001,870000
5,3,94,4,75009,1245000
2,1,25,4,75013,185000
3,2,84,2,75011,740000
4,2,103,7,75007,1900000
3,2,"57,6",3,75011,640000
2,1,"17,5",3,75020,199000
3,1,"53,2",4,75003,746000
3,1,"49,1",5,75013,488000
3,2,66,29,75013,435000
4,3,99,5,75019,550000
2,1,44,4,75019,350000
2,1,49,15,75019,399000
3,2,64,5,75009,998000
4,2,83,7,75015,790000
7,5,195,3,75010,1790000
5,3,"150,6",3,75016,1972000
3,2,56,1,75020,535500
2,1,51,1,75016,690000
2,1,"50,6",5,75009,600000
6,3,"164,6",2,75017,2139930
3,2,69,3,75014,572000
3,2,47,3,75014,499900
2,1,31,1,75008,680000
2,1,44,2,75014,405000
7,4,"221,5",2,75016,3270000
3,2,"62,4",3,75017,670000
3,2,46,6,75017,557000
5,4,91,3,75001,1950000
3,2,64,2,75014,595000
3,2,60,3,75013,481000
5,4,107,1,75013,1175000
2,1,50,9,75016,509600
4,3,"76,4",7,75020,650000
2,1,39,2,75013,389000
3,1,58,1,75006,728000
3,2,81,6,75014,1150000
5,3,104,23,75013,690000
5,3,118,2,75009,1250000
5,3,121,4,75016,1900000
2,1,34,3,75017,377000
5,3,"122,6",4,75116,1780000
5,3,93,15,75019,590000
4,2,89,2,75015,1000000
3,1,"64,8",4,75014,509850
4,3,"85,6",3,75019,480000
4,2,78,3,75012,745000
2,1,44,1,75013,398000
7,4,378,1,75016,4260000
5,4,89,1,75015,850000
2,1,45,3,75013,426000
2,1,"22,4",5,75018,223757
3,2,"64,2",4,75010,769000
2,1,"47,1",3,75006,625000
1,1,"7,5",6,75008,110000
3,1,124,3,75018,1395000
2,1,47,1,75009,450000
7,4,191,4,75007,1955050
2,1,41,4,75019,399000
2,1,40,3,75004,572000
4,2,82,2,75014,785000
3,2,60,5,75012,620000
3,2,"86,6",2,75016,1700000
4,3,"87,5",2,75019,500000
3,2,"51,9",3,75010,515000
2,1,26,3,75005,350000
2,1,52,3,75011,525000
2,1,50,7,75018,850000
6,3,"166,3",3,75007,3016000
3,1,48,2,75017,546000
5,3,89,3,75018,1020000
2,2,"55,9",4,75004,800000
2,1,41,6,75017,344500
4,3,"103,6",5,75003,1450000
2,1,37,2,75013,375000
4,3,84,2,75011,740000
3,2,58,2,75014,598000
2,1,29,2,75018,283000
4,2,107,3,75019,665000
2,1,"39,5",4,75017,459000
2,1,60,3,75007,1024800
2,1,"36,3",1,75019,278200
4,2,112,3,75019,1155000
6,4,185,1,75016,2395000
2,1,36,3,75016,370000
2,1,"35,7",2,75011,468420
4,2,109,6,75019,975000
2,1,42,6,75020,498000
2,1,45,1,75018,369000
2,1,"52,5",1,75005,890000
2,1,"47,1",3,75018,520000
2,1,"34,5",4,75004,599000
2,2,50,1,75012,599000
2,1,"50,5",4,75004,995000
2,1,58,4,75008,870000
3,2,130,1,75008,2100000
3,2,41,3,75012,419000
4,2,"63,6",2,75008,990000
4,2,80,3,75011,839000
4,2,80,3,75012,839000
3,1,"63,6",5,75004,1190000
4,2,"75,2",2,75002,1250000
3,2,71,6,75016,895000
2,1,46,8,75014,450000
5,2,167,2,75006,6000000
2,1,"34,3",6,75018,319000
3,2,57,5,75015,645000
4,2,98,2,75019,777000
5,3,120,4,75016,1920000
4,3,96,7,75014,880000
3,1,45,3,75017,650000
3,2,35,5,75015,348000
2,1,33,5,75011,347000
3,2,67,2,75015,665000
3,1,90,7,75008,1035000
2,1,44,4,75014,460000
3,2,72,2,75020,525000
2,1,40,2,75013,380000
5,3,175,5,75016,2700000
4,2,"74,2",3,75015,929000
2,1,37,3,75014,438000
3,2,67,2,75015,610000
2,1,49,8,75020,351500
2,1,33,6,75018,345000
5,3,121,5,75016,1795000
2,1,47,6,75016,438000
5,3,"95,6",7,75003,1449000
6,4,185,1,75016,2395000
2,1,"64,2",4,75011,920000
5,3,"125,2",2,75016,1749600
2,1,44,1,75015,580000
4,4,"83,8",2,75019,665000
2,1,"30,6",5,75014,378000
4,2,"75,7",2,75015,703000
4,3,"82,9",6,75016,948000
3,2,66,4,75020,610000
4,3,170,4,75008,3995000
2,1,36,3,75017,395000
4,2,87,4,75015,1049000
6,4,135,4,75015,1595000
4,2,85,2,75018,698000
5,4,134,4,75016,1699000
3,2,70,4,75015,895000
2,1,49,4,75008,529000
2,1,20,5,75009,294000
5,2,"74,2",2,75008,1085000
3,2,"87,9",1,75003,1560000
4,3,136,5,75008,1990000
2,1,36,1,75011,340000
4,2,94,13,75015,1250000
2,1,37,6,75016,420000
3,2,61,1,75011,650000
3,2,55,1,75015,589000
2,1,45,3,75014,525000
3,2,58,4,75003,840000
2,1,33,1,75017,345000
2,1,37,1,75007,525000
2,1,34,4,75010,350000
2,1,67,2,75004,1020000
2,1,42,2,75018,450000
2,1,40,3,75007,600000
4,2,86,3,75011,1070000
4,2,81,3,75011,1029000
1,1,33,5,75011,347000
3,2,77,1,75010,721000
3,1,40,3,75017,545000
5,3,"126,2",1,75003,1995000
2,1,35,8,75014,450000
2,1,"50,1",9,75016,509600
3,2,76,3,75011,825000
6,4,"129,1",3,75017,1760000
2,1,"39,1",3,75006,548000
3,1,62,26,75015,577500
3,2,54,2,75018,675000
4,2,87,2,75018,760000
2,1,46,3,75018,545000
1,1,33,1,75016,548000
3,1,"69,7",5,75016,750000
3,2,71,4,75001,2250000
3,2,66,4,75015,895000
7,4,"285,2",1,75016,5500000
3,2,"62,6",2,75003,795000
2,1,"27,6",5,75006,399000
5,3,104,3,75015,1095000
4,3,99,6,75011,1150000
2,1,43,6,75015,450000
5,3,"164,7",6,75008,5200000
3,2,"49,8",1,75012,599000
2,1,"60,6",1,75007,1470000
2,1,38,4,75018,430000
3,2,51,4,75017,570000
2,1,43,2,75007,599000
3,2,79,1,75016,435000
3,2,85,2,75008,1700000
3,2,56,3,75014,515000
2,1,62,3,75020,399000
2,1,70,2,75016,1250000
4,2,100,1,75012,1300000
3,2,70,2,75020,499000
5,3,122,1,75016,1240000
3,1,70,1,75017,945000
4,2,99,5,75016,1456000
2,1,46,1,75011,572000
2,1,48,4,75011,546000
2,1,"60,9",2,75013,699900
4,2,"84,6",2,75018,729000
2,1,44,3,75006,925000
2,1,49,2,75018,479700
2,1,"52,6",5,75003,579000
4,3,93,2,75019,849000
5,3,241,4,75008,3500000
4,2,100,2,75016,1195000
3,1,62,1,75007,1050000
5,3,156,2,75016,2155000
4,2,87,5,75012,850000
4,2,93,1,75006,1248000
5,3,123,4,75006,1960000
3,1,52,4,75018,700000
2,1,49,1,75004,609000
5,3,141,1,75009,1149000
2,1,60,7,75013,555000
2,1,45,3,75016,475000
2,1,"39,5",1,75012,393000
3,1,72,3,75015,700000
3,2,"68,4",2,75011,670000
3,2,"55,9",3,75015,595000
2,1,"39,2",5,75003,614800
5,4,"124,2",8,75012,1075000
4,3,82,1,75013,697000
2,1,50,1,75018,521000
3,2,50,1,75018,521000
2,1,50,4,75018,410000
3,1,61,6,75005,438000
4,3,"86,7",1,75017,980000
3,2,55,1,75008,700000
3,1,55,1,75008,700000
4,3,80,1,75013,724000
3,1,83,6,75006,995000
3,1,73,7,75016,895000
4,2,98,3,75015,1050000
4,2,120,3,75017,1495000
4,2,90,2,75018,1195000
4,2,120,3,75018,1495000
5,3,120,3,75017,1495000
5,3,120,3,75009,1495000
3,2,73,3,75007,1690000
6,3,238,4,75016,2730000
3,2,"69,5",4,75003,1092000
5,3,"139,1",3,75007,3950000
7,5,"368,3",4,75116,6500000
4,2,110,1,75016,1399000
2,1,"29,9",2,75009,395600
3,1,100,6,75016,1299000
5,4,110,2,75016,1360000
6,5,110,2,75116,1395000
4,2,100,1,75016,1195000
4,3,90,3,75016,1195000
3,1,"53,5",3,75003,740000
3,1,51,1,75017,520000
3,1,67,2,75015,696000
5,3,"155,5",3,75015,1775000
3,2,77,5,75011,780000
3,2,70,3,75007,1140000
5,3,124,4,75016,1350000
6,4,266,3,75007,8995000
4,3,75,1,75019,630000
4,2,119,3,75011,1249000
6,3,160,2,75016,2155000
6,5,112,4,75015,990000
4,2,"65,6",7,75020,598500
2,1,33,1,75017,399000
6,5,"203,5",4,75006,3350000
2,1,27,6,75017,299000
2,1,61,5,75006,920000
4,2,"110,3",2,75018,960000
3,2,"85,4",2,75006,1295000
2,1,"31,1",12,75012,470000
2,1,"49,3",2,75006,900000
2,1,63,4,75001,910000
3,1,42,5,75012,500000
2,1,"29,2",6,75017,325000
2,1,40,4,75006,604000
3,2,"74,3",4,75011,850000
4,3,74,1,75020,650000
2,1,69,1,75019,850000
3,2,53,4,75013,550000
2,1,57,1,75007,730000
4,2,73,3,75017,910000
2,1,49,5,75008,630000
4,3,"154,2",4,75007,3200000
5,3,105,1,75010,995000
3,1,73,3,75002,895000
2,1,33,1,75016,475000
4,2,85,1,75015,740000
7,4,"158,8",5,75019,1260000
3,1,66,2,75006,1250000
6,3,180,2,75006,6900000
3,2,61,1,75014,530250
3,2,"45,7",1,75017,555000
2,1,"43,6",5,75010,749000
3,2,"61,2",2,75020,525000
2,1,"56,6",5,75017,510000
5,2,"123,1",3,75004,3300000
2,1,52,7,75010,735000
2,1,27,1,75020,235000
4,3,87,4,75015,748000
5,4,136,4,75015,1198000
4,2,60,5,75015,743000
5,3,126,6,75015,998000
4,2,89,2,75015,1058000
2,1,46,2,75015,440000
3,2,68,5,75015,650000
4,3,87,5,75015,688000
2,1,40,2,75015,378000
3,1,54,2,75015,570000
4,2,90,2,75015,810000
3,2,60,2,75001,997500
4,3,55,1,75016,745000
4,3,84,2,75017,945000
6,4,200,3,75016,2150000
6,4,241,1,75016,3120000
3,2,"53,3",3,75014,599000
7,5,"245,6",3,75007,4800000
2,1,62,7,75017,657000
3,2,"76,5",1,75017,735000
3,2,92,3,75004,998000
5,3,"148,6",4,75016,1980000
2,1,"51,5",4,75005,750000
2,1,24,1,75006,388000
2,1,40,5,75116,550000
2,1,61,6,75016,450000
4,2,87,5,75016,1950000
5,2,83,6,75019,750000
3,2,91,7,75012,730000
2,1,"45,3",5,75011,545000
3,1,47,4,75010,435000
3,2,63,1,75008,730000
3,2,63,1,75017,730000
3,2,47,1,75017,555000
4,2,60,1,75016,628000
2,1,45,25,75015,434000
3,2,"61,2",1,75011,650000
4,2,"84,5",1,75011,960000
3,2,"58,1",4,75011,775000
5,3,154,4,75007,3200000
7,5,251,3,75007,4800000
3,1,69,2,75013,700000
3,1,69,4,75013,695000
5,4,"137,6",3,75016,1855000
2,1,38,3,75020,330000
3,1,46,1,75017,555000
3,2,60,3,75116,795000
2,1,"40,5",5,75008,1190000
3,2,"61,2",2,75020,525000
5,3,121,3,75015,1493500
5,3,121,3,75006,1493500
2,1,45,2,75017,399000
4,2,109,3,75014,1087000
3,2,109,3,75014,1087000
5,3,115,2,75006,2145000
5,3,115,2,75007,2145000
5,4,115,2,75006,2145000
3,2,75,2,75016,900000
5,3,130,4,75116,2600000
3,2,50,4,75017,349900
2,1,36,4,75018,525000
4,2,90,3,75016,1549000
9,5,"240,1",7,75016,3535000
2,1,47,2,75018,494000
3,1,60,4,75016,630000
2,1,33,1,75004,445000
4,2,"137,7",6,75116,1550000
5,3,136,4,75016,1620000
2,1,45,4,75016,750000
4,2,70,1,75016,760000
2,1,60,1,75016,760000
3,1,65,4,75116,896000
5,3,100,4,75016,850000
6,4,"196,2",3,75016,2550000
5,3,108,4,75017,1318000
2,1,51,1,75017,550000
5,3,140,2,75010,1380000
2,1,"72,2",2,75004,1900000
3,2,56,1,75017,515000
3,2,69,1,75007,1060000
2,1,60,8,75019,608400
2,1,"55,6",6,75016,740000
7,4,231,1,75016,3490000
2,1,"55,6",6,75016,790000
2,1,28,5,75017,279000
2,1,35,1,75017,380000
2,1,40,2,75017,577000
2,1,41,3,75011,418000
3,1,"67,4",3,75005,1522000
6,4,140,5,75015,1545000
6,4,140,5,75007,1545000
3,2,"69,6",6,75019,499000
4,3,86,1,75017,980000
2,1,35,1,75017,305000
4,2,78,3,75001,1080000
2,1,32,6,75006,374500
1,26,Étage,10,75007,330000
4,2,95,6,75010,925000
5,3,"148,5",3,75006,772000
4,2,97,1,75016,945000
3,2,70,2,75017,840000
3,2,70,2,75018,840000
7,5,111,4,75013,950000
3,2,"85,4",5,75004,1480000
3,2,65,4,75014,625000
3,2,88,5,75015,835000
3,1,"56,1",4,75002,682500
4,3,95,2,75012,1095000
3,2,65,1,75010,598000
3,1,74,2,75016,730000
3,2,58,3,75011,550000
2,1,32,2,75011,390000
3,2,"50,7",1,75014,480000
3,2,67,1,75009,899000
6,4,"150,1",2,75009,1690000
3,2,75,2,75010,620000
6,4,"194,7",4,75016,2200000
6,4,"141,7",4,75004,2100000
2,1,"36,3",2,75018,394000
5,2,114,1,75016,1220000
5,3,"160,2",3,75008,4950000
4,2,"84,7",2,75003,920000
2,1,37,4,75003,565000
2,1,77,1,75016,1600000
2,1,"33,8",6,75016,690000
3,2,"66,6",2,75016,900000
3,2,63,2,75016,940000
5,3,142,1,75116,2290000
6,4,134,2,75116,1495000
2,1,39,2,75010,309000
2,1,28,1,75015,290000
2,1,54,1,75015,495000
3,2,105,1,75012,1150000
3,2,50,1,75014,525000
4,2,75,9,75020,599000
2,1,64,2,75009,730000
4,2,"106,1",2,75002,1870000
3,2,"69,5",1,75116,840000
2,1,56,5,75018,464000
5,2,135,6,75016,1690000
5,2,119,1,75019,1082000
4,2,80,4,75015,740000
3,2,72,9,75015,680000
3,2,72,7,75013,695000
5,4,"158,3",6,75018,3495000
6,3,"248,1",3,75016,4215000
4,3,"96,4",4,75004,795000
5,4,"103,6",20,75013,639000
7,5,304,2,75017,3990000
3,1,"62,7",7,75006,900000
2,1,"36,5",2,75014,420000
8,4,213,1,75006,3400000
2,1,"47,5",4,75007,850000
5,3,"141,6",1,75017,1595000
2,1,"42,9",3,75007,840000
9,6,243,2,75016,2850000
4,3,"80,8",03,75020,1060000
3,2,"76,1",03,75020,995000
2,1,"39,4",03,75020,456000
2,1,"37,8",03,75020,439000
4,3,"73,1",03,75020,895000
3,2,"71,2",3,75001,1200000
6,4,"167,5",6,75015,1498000
5,3,"154,6",3,75016,1635000
3,2,"68,1",2,75009,890000
6,3,"154,5",7,75010,2400000
3,1,80,2,75007,1590000
6,4,"141,5",1,75016,1720000
5,4,195,9,75015,3425000
3,2,80,2,75016,1700000
4,3,101,09,75014,1595000
2,1,44,2,75008,470000
1,28,RDC/5,12,75010,276000
8,3,285,1,75016,5500000
3,2,"46,2",1,75017,499000
3,1,97,1,75007,2300000
5,3,"142,7",3,75007,2780000
4,2,"100,2",4,75007,1590000
5,3,100,6,75015,1148000
5,3,"135,1",3,75011,2200000
3,1,"35,8",5,75007,480000
3,2,"82,6",1,75006,1380000
2,40,RDC/5,12,75010,350000
2,1,37,2,75010,448000
2,1,51,5,75015,570000
4,3,"69,7",09,75018,893000
3,2,59,09,75018,751000
2,1,"45,2",09,75018,546000
4,3,101,3,75016,950000
4,2,79,7,75016,1880000
3,2,"67,1",3,75017,765000
3,2,"70,9",2,75016,795000
3,2,56,2,75019,575000
6,4,"178,6",2,75014,1780000
3,1,"51,6",5,75016,765000
4,2,"90,7",2,75006,3350000
4,3,"71,8",5,75018,549000
2,1,"33,5",6,75006,675000
2,1,"48,7",1,75014,460000
7,4,227,3,75009,2800000
4,3,97,7,75016,995000
5,3,"166,8",2,75017,2195000
5,2,170,2,75016,3550000
4,3,110,2,75008,1410000
3,2,82,5,75006,1095000
7,5,160,6,75017,1850000
3,1,"76,8",4,75010,790000
3,2,"61,9",1,75020,640000
2,1,44,2,75008,470000
2,1,44,2,75008,470000
90,1,90,7,75016,2000000
4,2,"100,4",7,75016,1150000
2,1,44,3,75017,499000
3,2,"67,9",2,75006,990000
4,2,"88,3",5,75017,785000
5,3,160,3,75008,4950000
3,2,"67,8",5,75017,810000
3,2,"90,5",4,75016,1299000
2,1,"29,1",6,75007,575000
7,4,"159,4",1,75007,2950000
6,4,"158,1",5,75016,2450000
6,3,167,1,75016,1950000
3,2,"105,3",1,75006,1600000
4,2,"85,2",3,75007,1379000
5,3,"114,9",2,75015,1430000
4,2,"92,4",2,75017,1195000
4,2,"92,4",2,75017,1195000
6,3,308,2,75006,5200000
4,2,"86,1",7,75016,880000
5,3,98,1,75016,990000
2,1,"45,2",8,75016,599000
3,2,"58,5",4,75018,500000
4,2,"101,7",2,75016,1650000
5,3,209,3,75008,4650000
4,2,"91,8",3,75009,1160000
2,1,44,2,75008,470000
5,3,177,2,75016,2300000
4,2,117,6,75016,1680000
4,3,105,3,75007,1500000
5,3,140,2,75010,1380000
4,3,"119,7",4,75016,1590000
4,2,"123,7",1,75007,1640000
4,2,"77,5",2,75017,895000
3,2,"48,7",1,75015,380000
5,3,"95,2",09,75018,1618000
7,5,188,1,75016,2050000
3,2,"73,4",5,75016,995000
3,2,"65,2",2,75009,760000
5,2,150,3,75116,1800000
4,2,"85,2",5,75010,500000
2,1,48,6,75013,435000
3,2,48,6,75013,435000
5,3,"140,6",2,75015,1950000
4,3,"90,3",1,75005,1113000
2,1,"47,2",3,75015,429000
4,1,"101,2",3,75017,1200000
4,3,100,4,75016,1045000
5,3,"168,9",3,75017,2000000
5,3,"121,8",5,75016,1795000
5,3,"107,9",1,75010,940000
2,1,"42,6",6,75020,498000
5,3,"125,1",3,75018,1260000
3,2,75,10,75014,649000
2,1,34,5,75015,470000
4,3,"93,2",1,75016,1200000
3,2,70,1,75016,624000
3,1,"58,2",4,75016,1198000
4,1,"80,5",5,75016,1250000
7,4,"254,6",3,75016,2990000
5,4,"123,4",1,75010,1325000
3,1,56,8,75015,550200
2,1,46,3,75013,465000
2,1,"60,7",2,75004,1990000
2,1,"39,6",1,75020,344000
5,3,"162,1",1,75017,1995000
4,2,"98,7",4,75017,1250000
4,2,"80,4",4,75006,1995000
2,1,"44,4",3,75003,790000
4,3,"81,6",4,75003,1290000
2,1,"58,7",2,75006,1100000
2,1,55,5,75003,650000
6,3,136,1,75005,2200000
6,4,231,1,75016,3490000
2,1,"38,8",2,75011,500000
6,4,"128,2",5,75008,1870000
2,1,"39,7",4,75015,440000
4,3,107,2,75007,1498000
2,1,35,6,75006,690000
3,2,58,5,75015,682500
5,3,126,1,75005,1630000
2,1,24,2,75012,235000
5,3,"116,2",2,75007,1900000
6,4,"152,7",3,75007,2230000
2,1,58,6,75017,525000
5,2,98,1,75006,1400000
3,1,40,1,75010,425000
2,1,"28,3",2,75013,300000
4,2,112,1,75016,1250000
3,2,"92,1",3,75002,1850000
2,1,"39,7",4,75012,480000
2,1,"41,4",4,75116,660000
5,3,"113,6",4,75005,2490000
2,1,"42,1",1,75004,590000
2,1,"60,2",7,75016,775000
2,1,"68,2",4,75016,865000
7,5,"258,6",1,75016,2980000
3,2,"98,9",2,75006,1895000
3,2,48,3,75017,630000
8,7,"105,4",6,75010,755000
2,1,"44,3",5,75008,890000
6,4,"212,1",2,75017,2230000
4,3,"103,2",2,75018,1190000
5,3,"145,3",1,75006,3500000
3,1,"82,8",4,75004,1400000
2,1,"54,1",4,75002,749000
7,3,170,3,75016,2394000
3,2,"88,4",2,75016,1390500
4,2,55,1,75016,745000
3,2,97,6,75016,1400000
2,1,"49,8",1,75015,720000
5,2,209,1,75016,3255000
2,1,"33,5",6,75007,714000
2,1,"61,1",3,75006,1370000
4,2,108,7,75008,1340000
3,1,"88,1",6,75016,990000
2,1,"47,4",3,75006,625000
3,2,"77,1",4,75001,960000
4,2,80,2,75005,1675000
4,2,"112,6",4,75016,1190000
2,2,"35,5",1,75011,370000
5,3,"190,1",5,75017,2400000
3,1,"61,3",2,75003,1099000
4,2,83,7,75012,700000
2,1,31,3,75116,420000
2,1,36,4,75011,525000
2,1,54,3,75016,699000
3,1,50,1,75016,565000
2,1,"58,4",1,75007,780000
2,1,"67,5",2,75016,1030000
3,2,"60,5",4,75003,990000
4,3,78,5,75012,872000
2,1,"37,3",3,75014,330000
4,2,"104,7",3,75003,1600000
4,2,"80,4",2,75009,1045000
3,2,60,3,75020,480000
3,1,"86,6",2,75016,985000
5,3,"156,9",2,75008,2690000
4,3,119,3,75016,1650000
3,1,"37,1",4,75018,535000
4,3,"48,6",2,75011,540000
2,1,"45,4",4,75003,635000
2,2,"37,7",6,75010,425000
2,1,"43,6",3,75003,620000
2,1,"47,6",1,75006,995000
4,2,"105,5",3,75003,1465000
3,1,"55,6",6,75016,740000
2,1,"40,4",1,75016,525000
2,1,46,3,75016,490000
2,1,"36,5",4,75003,565000
5,3,"150,2",4,75003,2790000
4,2,"126,3",1,75007,1790000
2,1,68,5,75007,1780000
3,2,71,2,75020,850001
8,5,"340,1",3,75016,6600000
4,3,112,1,75016,1250000
3,1,40,1,75010,425000
6,4,"209,6",4,75016,2700000
2,1,"34,1",3,75003,505000
2,1,"33,6",3,75116,415000
2,1,"43,1",1,75006,598000
6,5,175,2,75016,2950000
4,2,"122,2",7,75016,2990000
5,3,"127,3",1,75008,1820000
3,2,"82,5",1,75016,830000
3,2,"50,6",4,75006,1265000
5,2,"127,3",4,75001,2300000
7,4,"182,4",4,75016,2530000
2,1,"52,4",1,75006,610000
2,1,56,3,75006,920000
2,1,47,3,75007,770000
5,3,"189,2",5,75016,3100000
5,3,"216,2",5,75016,3400000
2,1,"33,5",6,75007,675000
7,4,210,5,75016,6700000
2,1,"50,5",1,75016,690000
4,3,"95,1",13,75015,950000
3,2,"50,3",3,75015,490000
4,3,90,5,75015,860000
3,2,"52,5",1,75015,520000
1,1,9,3,75015,115000
3,2,51,1,75014,525000
7,4,253,3,75116,3750000
5,4,156,1,75009,2290000
4,2,97,7,75015,950000
4,3,97,7,75015,950000
3,1,"52,2",2,75017,670000
4,3,"90,4",11,75013,890000
7,5,111,4,75014,950000
2,1,"45,1",5,75007,870000
2,1,"34,5",4,75017,395000
5,3,95,5,75011,940000
2,1,"54,2",11,75016,674000
1,1,"31,3",5,75006,460000
3,2,"50,8",4,75005,735000
2,1,"46,1",6,75017,640000
2,1,"32,3",1,75015,369000
6,3,"237,2",8,75016,6730000
6,4,"148,3",2,75016,1795000
4,3,"85,4",2,75009,1100000
3,1,"41,7",5,75012,435000
3,2,"71,2",6,75007,1030000
6,3,227,3,75010,1970000
4,2,100,2,75012,899000
5,3,"147,1",6,75016,2590000
5,3,91,3,75017,890000
4,3,"96,5",1,75018,935000
2,1,"29,7",2,75018,320000
4,3,78,2,75018,790000
4,3,"93,3",2,75018,1070000
4,2,"62,2",8,75015,615000
2,1,35,3,75018,335500
3,2,"49,4",5,75014,695000
3,2,"72,6",14,75014,740000
7,4,"230,6",6,75015,2800000
2,1,53,3,75016,499000
2,1,"29,1",6,75014,349000
5,3,"118,6",3,75009,1350000
2,1,"33,2",6,75006,428000
2,1,"49,5",2,75006,900000
5,4,163,1,75016,1799000
2,1,"42,9",1,75007,730000
2,1,"31,1",3,75015,327000
3,2,"74,3",3,75016,910000
3,1,"39,1",1,75018,470000
5,3,"174,3",2,75012,1895000
5,3,170,4,75011,1996000
3,2,100,2,75011,1070000
5,3,"148,1",5,75016,1945000
4,2,"168,1",2,75016,3550000
4,3,"80,2",2,75012,810000
3,1,"87,1",7,75016,1850000
5,3,"140,4",2,75016,1950000
2,1,56,6,75016,740000
4,3,"194,6",2,75011,2200000
3,2,"85,4",2,75009,1100000
5,3,"117,4",5,75017,1590000
3,2,"70,1",6,75007,1030000
2,1,"37,7",5,75014,466000
4,1,125,5,75008,1656500
4,3,116,1,75011,1195000
6,4,128,4,75016,1545000
2,1,"40,7",4,75010,480000
3,2,"79,5",1,75003,1340000
2,1,"46,4",2,75018,630000
3,2,70,10,75015,925000
2,1,"32,8",2,75004,590000
6,4,"190,1",2,75010,2100000
4,2,"63,1",6,75006,1040000
2,1,"42,3",9,75012,500000
6,3,"144,8",1,75015,1785000
2,1,48,1,75018,535000
4,2,79,1,75016,969000
3,1,"50,6",2,75018,640000
6,4,184,1,75006,3040000
3,2,53,6,75005,1050000
4,2,"112,5",6,75007,2200000
3,1,72,4,75003,895000
3,2,"63,3",1,75016,520000
4,3,"66,6",5,75002,1680000
5,2,"140,1",1,75006,3320000
2,1,"46,9",4,75003,760000
5,3,"154,6",3,75016,1635000
2,1,"35,8",3,75007,595000
4,2,"74,2",1,75015,725000
4,2,"71,5",3,75016,1059000
7,4,235,3,75016,3980000
4,2,"72,9",3,75018,700000
5,3,164,2,75016,1895000
3,2,"61,1",2,75016,599000
4,2,"64,9",4,75015,725000
2,1,"72,8",3,75016,659000
3,2,"55,2",3,75004,730000
3,2,"73,1",3,75018,900000
4,3,"88,7",3,75004,1250000
5,4,"196,7",4,75017,2477035
2,1,"36,5",3,75020,435000
3,2,"86,7",1,75015,695000
3,2,"45,2",6,75002,667000
3,2,"45,2",6,75001,667000
3,2,"80,4",4,75006,1995000
3,1,"57,1",2,75006,1295000
2,1,"50,2",2,75016,460000
2,1,"30,3",3,75018,475000
3,2,"88,8",2,75018,885000
3,2,"50,3",3,75014,597000
2,1,31,5,75014,378000
3,2,"74,2",4,75016,895000
3,2,"51,2",2,75014,631000
3,2,74,3,75016,860000
3,2,"82,6",4,75016,960000
3,2,"54,7",5,75016,695000
5,3,"180,9",4,75008,2950000
4,2,"126,3",7,75008,2480000
7,4,"190,9",1,75008,1950000
2,1,"31,4",2,75018,331200
6,3,240,1,75016,3500000
3,1,"58,4",2,75008,988000
2,1,"42,3",4,75008,567000
3,2,"66,1",2,75017,850000
2,1,"42,1",5,75007,568000
3,2,"77,4",13,75015,710000
4,2,"74,3",6,75008,1055000
6,3,132,10,75012,1230000
4,2,75,2,75016,1080000
3,2,74,5,75016,950000
2,1,69,4,75016,849000
3,2,"56,2",4,75015,700000
5,3,"112,2",2,75007,2500000
5,4,"102,9",6,75005,1450000
2,1,53,2,75016,730000
4,3,"86,7",6,75015,1083000
4,2,60,5,75009,890000
3,2,72,1,75019,660000
3,2,"91,4",1,75004,1415000
3,2,47,3,75014,458000
3,2,"90,7",2,75006,3350000
4,2,"134,3",4,75008,2750000
5,3,116,2,75017,1490000
6,4,192,2,75017,2365000
