numberOfRooms,numberOfBedrooms,livingSpace,apartmentFloor,zipCode,price
2,1,40,1,75011,405000
2,1,"45,7",6,75014,572000
5,3,170,1,75010,1399000
2,1,44,4,75012,390000
2,1,30,5,75019,234900
2,1,43,6,75013,350000
2,1,"32,6",1,75012,343000
3,2,56,1,75018,445000
5,3,"143,8",3,75004,1950000
2,1,24,3,75018,226690
3,2,95,4,75012,1220000
4,2,77,3,75014,976500
4,3,149,3,75010,1475000
2,1,"32,2",7,75013,270000
3,2,71,6,75012,355000
7,5,"197,6",3,75016,1800000
5,4,174,2,75016,2950000
3,1,56,4,75003,890000
2,1,42,3,75011,540800
7,5,"171,6",2,75014,1745000
2,1,48,4,75002,415000
2,1,47,4,75015,485000
3,2,60,4,75008,1300000
5,3,136,9,75016,1590000
2,1,59,2,75004,950000
2,1,50,4,75008,950000
5,3,153,3,75009,1795000
4,2,73,5,75008,1050000
6,3,"181,7",5,75009,3100000
3,2,80,2,75004,1150000
5,3,104,5,75004,1850000
3,2,95,4,75004,1630000
2,1,40,4,75006,766500
5,4,252,1,75016,3950000
2,2,56,2,75016,450000
2,1,"45,1",4,75011,600000
5,3,131,1,75005,1614600
7,5,"163,1",5,75009,2200000
7,5,"227,2",1,75016,2200000
5,3,131,1,75008,1495000
8,6,185,1,75001,3315000
3,1,68,3,75017,930000
2,1,62,3,75003,760000
4,3,"119,5",1,75016,1690000
4,2,82,1,75006,1230000
3,2,94,1,75008,1290000
6,5,190,5,75011,2360000
5,3,105,1,75020,1150000
4,2,"75,8",3,75002,1090000
5,4,156,2,75009,2290000
2,1,49,3,75020,285000
4,2,68,5,75015,665000
2,1,42,5,75020,337000
3,2,97,4,75014,1090000
3,2,67,5,75013,710000
3,2,69,2,75013,700000
2,1,26,5,75018,250000
3,2,45,1,75018,394500
4,3,78,2,75012,710000
4,2,80,1,75007,1160000
3,1,80,1,75001,1080000
4,2,62,7,75015,610000
6,4,192,5,75007,3250000
8,4,272,2,75007,4630000
2,1,50,1,75011,549000
2,1,"36,2",2,75003,565000
3,2,66,4,75006,999000
3,2,71,23,75013,577500
4,2,95,1,75018,949000
6,4,270,4,75016,3300000
3,2,79,1,75016,1000000
2,1,"46,9",2,75001,749000
5,3,"151,8",5,75016,2000000
6,4,140,6,75017,1435000
5,3,"93,4",5,75017,1520000
4,2,82,3,75016,795000
6,3,"215,9",1,75019,1380000
3,2,105,1,75017,1150000
3,2,60,4,75004,995000
6,4,164,1,75009,1850000
6,4,167,6,75016,1950000
2,1,"36,7",2,75005,459500
5,2,210,4,75016,4680000
3,2,"47,1",1,75016,640000
5,2,120,2,75004,1950000
5,3,"193,5",4,75005,3200000
5,3,"193,5",4,75005,3200000
5,3,"193,5",4,75005,3200000
4,2,80,3,75006,1145000
5,1,"160,4",2,75018,3200000
7,4,111,4,75013,950000
3,2,47,2,75018,360000
2,1,45,2,75005,529240
2,1,"52,5",6,75003,840000
6,4,269,10,75016,8840000
2,1,"51,7",15,75015,525000
3,2,120,5,75016,1299000
5,3,"106,7",6,75008,2075000
2,1,"70,6",20,75015,630000
6,3,"239,8",1,75016,3500000
5,3,136,5,75010,2520000
2,1,38,6,75001,600000
5,2,86,7,75007,2895000
5,2,86,7,75015,2895000
5,3,"138,5",2,75015,1957000
6,4,"141,5",1,75016,1700000
2,1,60,1,75006,870000
4,3,110,3,75006,2090000
2,1,"38,9",1,75007,609000
3,1,"72,5",1,75007,940000
4,2,"93,1",5,75015,769000
2,1,"29,2",1,75006,550000
5,2,"184,2",1,75007,6990000
5,2,"184,2",1,75007,6990000
4,2,"100,1",2,75007,2190000
7,2,"358,7",2,75005,14800000
3,2,56,5,75011,745000
6,4,"179,9",6,75006,7000000
2,1,44,1,75006,975000
6,4,"222,1",2,75016,4450000
6,4,"193,6",5,75008,8900000
4,3,"168,9",7,75006,3990000
5,3,"241,1",4,75008,3500000
5,3,"147,7",5,75008,1980000
3,2,50,4,75002,618000
6,4,220,7,75017,2500000
2,1,45,5,75006,780000
2,1,34,2,75012,350000
7,4,"197,3",4,75014,2380000
6,3,"144,8",1,75007,1785000
3,2,"61,3",6,75010,720000
7,4,"259,7",3,75008,4569000
2,1,"55,6",6,75016,740000
3,1,"65,1",2,75006,1082000
5,4,149,3,75010,1475000
7,4,"159,4",1,75007,2950000
7,5,"154,7",2,75009,1850000
8,5,"274,8",5,75008,4450000
3,2,"61,3",6,75002,720000
3,1,"74,1",4,75007,1690000
5,3,"128,9",1,75017,1394000
4,3,"118,4",4,75016,1470000
5,3,"148,7",1,75007,1575000
6,4,"218,8",2,75010,1900000
6,4,191,3,75014,2250000
2,1,"46,2",4,75008,840000
3,3,"80,5",3,75002,900000
5,4,"138,9",5,75004,1890000
3,2,"88,6",6,75116,1585000
2,1,89,6,75116,2100000
4,2,"111,2",4,75016,1950000
6,4,219,2,75017,3400000
3,1,"53,1",5,75016,770000
6,4,"239,5",1,75016,2980000
4,3,"90,1",2,75011,1210000
4,3,"116,8",2,75017,1510000
4,2,"91,6",3,75007,1895000
2,1,"30,5",2,75016,450000
2,1,34,6,75001,490000
4,2,"85,2",3,75007,1379000
5,3,"114,1",1,75016,1220000
3,1,"51,4",5,75016,765000
5,3,"111,4",1,75004,1840000
8,4,"203,5",4,75006,3350000
3,1,"63,6",5,75004,1190000
3,1,"49,2",2,75017,695000
7,5,"188,6",6,75017,2200000
3,2,"63,5",1,75018,650000
6,4,"193,6",3,75016,1800000
5,3,110,6,75003,1890000
4,2,98,21,75015,900000
1,"30,3",Étage,08,75011,470000
4,3,158,6,75016,1950000
3,2,"67,6",2,75006,1400000
3,2,130,6,75016,1750000
3,2,130,6,75008,1750000
4,3,158,6,75008,1950000
3,2,"47,9",3,75004,790000
4,2,"75,2",2,75014,1000000
3,2,"59,5",2,75016,656000
3,1,63,4,75004,1157000
4,2,"87,9",3,75018,1800000
4,2,"125,2",5,75008,2250000
3,1,"60,6",1,75006,1200000
3,1,63,4,75003,1157000
4,2,"99,5",2,75007,2280000
5,3,"150,2",4,75003,2790000
5,4,107,1,75017,1090000
2,1,"49,3",3,75004,595000
4,2,"93,1",5,75015,769000
4,2,"96,7",2,75015,1180000
3,2,79,7,75016,1880000
3,2,"61,3",2,75018,779000
4,2,64,5,75017,1078000
2,1,"55,8",3,75017,750000
4,3,"92,3",4,75010,980000
5,3,140,1,75006,2600000
2,1,"27,2",3,75006,520000
5,3,"208,9",3,75008,4650000
4,3,"94,1",5,75017,1099000
2,1,48,6,75015,558000
4,2,"117,4",3,75018,1495000
6,5,"125,1",3,75009,1299000
3,2,"66,5",6,75009,699000
4,2,"101,8",4,75017,1350000
4,2,"101,8",4,75008,1350000
7,4,"300,7",2,75010,2985000
3,1,75,2,75012,690000
6,4,"240,2",1,75017,2390000
3,1,"76,1",4,75016,830000
5,3,"130,6",2,75010,1190000
4,2,122,6,75008,1560000
2,1,"45,5",3,75007,840000
5,3,"101,3",5,75007,2250000
3,2,"76,6",4,75016,1080000
4,2,"113,2",1,75016,1295000
2,1,"51,6",1,75017,550000
2,1,"38,9",6,75003,649000
3,1,"111,6",2,75003,1790000
5,3,128,5,75015,1550000
4,3,122,7,75016,1390000
4,2,142,1,75016,2290000
3,2,"73,2",2,75004,799020
6,4,189,1,75016,1969000
4,1,"133,8",1,75003,1890000
3,2,"58,4",2,75006,900000
3,1,58,1,75002,1395000
3,2,"70,7",12,75020,850001
5,2,"130,1",2,75010,1690000
4,2,"88,4",13,75012,765000
6,4,230,4,75009,3850000
6,4,134,1,75015,1950000
6,4,"111,5",5,75004,1290000
2,1,40,1,75007,525000
5,4,144,3,75016,1240000
5,3,184,3,75004,3900000
3,2,"63,5",3,75018,670000
5,3,"143,5",3,75016,1590000
6,4,184,2,75009,2250000
6,4,184,2,75009,2250000
5,3,"94,6",1,75018,860000
4,4,"132,2",1,75002,1140000
6,4,"131,5",2,75007,1800000
5,3,106,4,75016,1090000
6,3,"184,1",1,75006,2950000
3,2,90,2,75016,1100000
5,3,141,11,75016,1590000
4,2,109,1,75010,998000
2,1,"40,8",4,75002,795000
2,1,30,4,75019,289000
4,4,"121,8",5,75009,1995000
5,4,"121,9",5,75016,1580000
2,2,64,7,75016,595000
2,1,52,6,75016,540000
5,3,123,6,75007,1899000
4,3,101,5,75016,849000
2,1,"43,6",3,75017,430000
3,2,"111,6",2,75003,1790000
3,2,67,2,75013,610000
3,2,70,3,75004,1200000
2,1,"25,3",6,75008,490000
3,1,77,2,75016,533800
3,2,64,5,75004,1500000
3,3,"24,6",7,75016,230000
7,4,248,3,75005,6300000
2,1,46,3,75012,470000
4,2,64,1,75014,670000
2,1,"39,1",4,75005,645000
2,1,50,2,75006,840000
2,1,"41,8",3,75007,690000
2,1,54,1,75016,760000
2,1,34,1,75014,374000
5,2,91,3,75015,945000
4,2,93,11,75015,1376000
12,6,374,4,75008,18750000
5,3,146,2,75008,1890000
5,4,"96,5",2,75012,800000
4,2,"91,5",2,75017,1200000
5,3,"152,6",4,75007,2500000
4,2,82,1,75016,890000
5,2,"120,7",4,75016,1450000
6,3,"213,8",2,75016,3950000
9,6,568,4,75016,7010000
2,1,55,2,75116,990000
5,4,93,1,75019,895000
4,2,111,1,75002,1600000
3,1,55,3,75020,522500
3,2,67,4,75013,670000
4,3,140,2,75016,1310000
2,1,59,2,75008,1040000
5,3,"102,1",2,75009,1100000
6,4,134,2,75010,1274000
10,4,"383,5",4,75008,7500000
4,3,83,4,75014,875000
2,1,40,3,75018,295000
3,2,52,4,75014,577500
3,1,73,3,75002,895000
7,4,210,1,75116,2900000
2,1,63,8,75017,832000
8,4,511,8,75016,9000000
2,1,"58,3",3,75008,785000
8,4,226,3,75010,1665000
5,4,"117,5",2,75014,1099000
9,4,271,1,75017,2550000
3,2,"94,8",4,75008,1477000
4,3,96,4,75004,885000
3,2,132,2,75011,1395000
6,4,182,1,75009,1799000
2,1,"40,1",2,75016,460000
3,2,"111,6",2,75004,1790000
2,1,"29,4",5,75001,600000
2,1,29,5,75015,305000
2,1,49,6,75008,885000
4,2,86,5,75008,2100000
2,1,41,3,75012,399900
2,1,46,2,75015,520000
7,4,158,1,75009,1600000
6,3,191,2,75006,4995000
6,5,110,3,75018,1107000
2,1,"51,5",7,75008,1270000
6,4,177,2,75010,1975000
4,3,97,2,75016,995000
6,4,227,2,75017,3190000
6,4,112,2,75020,857000
4,2,116,6,75016,1595000
2,1,67,5,75016,840000
3,2,93,2,75016,1549000
5,4,108,2,75016,820000
6,4,301,1,75116,4490000
7,4,235,2,75116,3305000
5,3,127,4,75016,1440000
2,1,58,5,75005,825000
5,3,204,1,75017,2390000
5,3,93,1,75017,987000
6,4,183,3,75017,2920000
4,3,140,4,75016,1850000
3,2,62,7,75015,615000
5,4,127,1,75016,1699000
5,2,148,3,75016,1850000
7,5,"252,2",2,75017,2895000
5,3,"100,3",1,75016,1180000
3,2,69,1,75017,920000
3,1,"86,9",3,75016,940000
7,5,160,2,75004,2895000
2,1,"61,1",4,75003,1000000
3,2,70,4,75116,826000
4,1,"108,1",3,75008,2800000
6,3,155,4,75016,2390000
4,2,"150,6",1,75016,1850000
2,1,"37,1",1,75007,720000
3,2,"117,3",3,75008,2980000
5,4,285,4,75016,3150000
5,4,"205,5",6,75016,5500000
6,4,189,5,75008,9380000
5,3,135,3,75011,1590000
6,3,155,2,75008,2445000
6,4,168,4,75016,1980000
5,3,127,1,75016,1565000
7,4,214,3,75017,3300000
4,3,127,4,75010,1350000
3,1,48,3,75018,500000
6,3,148,2,75015,1199000
5,3,104,1,75010,995000
7,4,352,2,75010,2785000
3,2,68,4,75005,900000
4,2,90,2,75003,1050000
4,2,125,7,75008,3500000
2,1,"40,2",4,75004,690000
3,2,74,4,75003,990000
2,1,42,1,75010,415000
2,1,"67,5",2,75016,980000
4,2,"68,4",4,75010,740000
3,2,57,1,75011,595000
2,1,36,1,75018,350000
6,4,184,2,75017,1870000
3,2,65,2,75009,780000
2,1,37,3,75010,319000
2,1,37,3,75018,319000
3,1,60,5,75014,600000
6,4,182,3,75017,1899000
5,2,119,4,75015,2200000
5,3,"140,2",3,75017,1700000
2,1,26,4,75018,450000
4,2,"114,6",1,75016,1000000
4,2,90,2,75017,1095000
4,3,"92,3",4,75009,980000
4,2,87,3,75017,1070000
3,1,"54,4",7,75008,1580000
5,2,"98,7",4,75017,1250000
6,3,185,4,75008,8350000
5,3,145,5,75008,3300000
3,2,"95,5",7,75015,1070000
4,3,"101,4",2,75006,1595000
4,2,"88,7",3,75016,1150000
3,1,"51,6",5,75016,765000
3,1,"59,7",5,75008,750000
3,2,"71,4",3,75017,895000
2,1,"23,6",2,75009,305000
2,1,40,3,75006,600000
7,5,353,5,75016,3960000
5,1,"160,4",2,75009,3200000
3,2,"82,6",4,75116,960000
3,2,67,4,75017,950000
2,1,"31,7",4,75015,420000
3,2,101,31,75013,585900
4,2,173,3,75006,4200000
4,3,"84,1",6,75016,1200000
3,2,"73,6",3,75007,1690000
2,1,"31,7",4,75007,420000
3,2,"57,1",4,75010,484100
4,2,"92,4",4,75016,895000
5,3,"126,9",1,75017,1250000
4,2,"195,5",9,75016,3950000
2,1,46,8,75013,448000
2,1,35,1,75012,325000
3,2,"61,4",3,75001,790000
3,2,"101,3",2,75003,1990000
5,3,155,4,75001,3350000
2,1,"49,6",2,75003,649000
2,1,"40,5",5,75003,695000
2,1,"34,7",2,75003,580000
2,1,"36,8",6,75020,300000
4,3,90,2,75007,1195000
3,2,91,2,75002,1150000
2,1,50,4,75014,457000
2,1,"31,4",2,75006,620000
2,1,70,5,75001,1690000
5,3,"143,1",4,75017,1700000
3,2,69,4,75018,1095000
5,3,"122,1",1,75009,1595000
2,1,"65,1",3,75004,900000
4,2,"99,2",1,75015,1160000
3,1,"43,4",1,75017,515000
2,1,55,1,75009,700000
7,5,248,1,75017,2790000
4,3,"77,3",1,75012,680000
4,2,89,4,75011,1095000
5,3,167,2,75017,2195000
5,3,117,4,75009,1595000
4,3,100,3,75009,1390000
5,3,186,4,75007,3399000
2,1,56,4,75018,550000
5,3,126,3,75011,950000
3,2,94,8,75006,1829000
5,2,"104,5",3,75016,1100000
3,2,"103,5",1,75016,1250000
4,2,"74,4",6,75010,1200000
5,3,174,2,75006,2580000
4,2,105,2,75016,1640000
7,6,194,1,75016,4300000
2,1,62,4,75008,950000
2,1,62,4,75016,950000
4,3,"66,6",3,75015,795000
5,3,"107,6",4,75009,1500000
4,3,134,4,75009,1650000
4,2,"74,3",7,75116,1980000
5,3,155,3,75016,2300000
2,1,33,5,75020,269000
4,3,"81,2",03,75011,1190000
5,4,"109,1",03,75011,1850000
5,3,"115,3",3,75020,850000
5,2,"67,1",6,75009,1090000
5,3,117,4,75002,1595000
2,1,"36,5",4,75003,565000
2,1,"49,6",2,75011,649000
3,2,"71,9",2,75018,900000
3,2,118,8,75006,2520000
4,2,100,4,75007,1850000
4,2,77,4,75006,1400000
5,3,"128,6",1,75008,1730000
4,3,"84,6",2,75012,787500
2,1,"47,3",1,75015,506000
5,3,"107,8",2,75011,1100000
4,3,84,1,75012,626000
5,3,143,2,75017,1645000
3,2,68,4,75005,900000
4,3,"94,5",2,75003,1365000
5,3,143,6,75016,2860000
2,1,"34,9",6,75016,590000
3,2,"45,5",5,75009,550000
5,3,116,3,75009,1410000
2,1,52,2,75005,529000
2,1,51,3,75016,598500
6,4,"147,8",3,75016,1625000
2,1,34,5,75016,430000
3,2,65,2,75016,935000
5,4,109,5,75011,1850000
4,3,93,1,75011,1350000
6,5,"288,4",5,75016,8700000
2,1,"41,8",1,75011,475000
4,3,126,5,75005,1950000
3,2,"80,2",2,75006,1460000
4,2,"62,2",2,75007,945000
6,4,"201,1",1,75017,1995000
4,2,111,3,75004,1850000
2,1,"44,9",4,75015,479000
5,3,100,1,75004,1370000
2,1,"33,2",4,75012,430000
3,2,60,6,75014,720000
4,2,103,3,75016,1099750
2,1,51,5,75116,675000
2,1,"36,7",2,75013,459500
4,2,116,2,75014,985000
4,3,69,1,75013,640000
4,2,91,5,75006,1118000
3,2,"46,4",4,75004,690000
2,1,"33,3",2,75006,670000
3,2,112,2,75012,1050000
3,"63,9",Étage,06,75013,743000
2,1,"55,9",3,75016,770000
9,6,192,4,75002,2300000
3,2,108,6,75116,1570000
3,2,"88,7",1,75016,1199000
2,1,37,4,75006,649000
3,2,53,6,75010,425000
3,2,"74,3",4,75018,1125000
3,1,"58,2",2,75018,720000
4,2,"97,7",3,75018,1060000
2,1,"37,7",4,75018,535000
2,1,"37,6",6,75009,430000
4,3,"90,3",4,75018,1365000
4,2,"97,4",4,75009,1530000
4,2,68,3,75017,770000
2,1,57,3,75016,948000
2,1,46,2,75014,479000
5,3,174,2,75007,2580000
3,2,76,1,75016,858000
3,1,67,4,75003,995000
5,3,100,6,75015,1096000
3,2,62,1,75004,1170000
2,1,37,1,75015,438000
5,2,"194,6",2,75011,2200000
5,3,125,7,75015,1470000
2,1,40,1,75013,310000
6,3,186,2,75006,6900000
3,2,69,4,75013,695000
3,2,64,3,75018,450000
3,2,73,3,75004,1160000
2,1,"35,3",4,75009,480000
3,2,58,8,75018,477750
3,2,63,1,75018,569000
3,2,85,4,75008,897000
4,2,105,5,75016,1575000
7,5,150,3,75015,1080000
7,4,214,7,75116,3995000
4,2,"103,4",3,75016,1110000
4,2,"114,1",2,75004,1560000
3,2,"56,7",5,75001,855000
6,4,"177,2",4,75017,2350000
5,2,129,1,75016,1615000
3,2,66,7,75017,780000
3,2,78,3,75015,795000
5,3,93,4,75003,1449000
5,4,169,5,75012,1500000
2,1,38,6,75002,450000
2,1,"34,9",6,75016,845000
10,5,"383,5",4,75008,7500000
2,1,80,12,75015,1350000
4,3,88,16,75013,445000
5,3,161,1,75008,2990000
5,4,126,2,75010,1138000
4,2,86,4,75014,760000
6,3,"220,1",1,75006,3450000
5,3,127,4,75016,1440000
3,2,65,1,75014,538000
5,3,95,1,75014,1050000
4,2,53,2,75014,470000
4,3,"125,2",3,75007,2400000
8,4,"348,3",3,75017,3913000
2,1,50,3,75014,400000
3,2,68,3,75014,699000
7,4,265,3,75007,8995000
7,4,252,1,75017,3200000
3,2,55,1,75018,440000
3,1,52,5,75014,549000
2,1,42,1,75008,630000
4,3,109,3,75116,1680000
5,3,"145,3",5,75016,2250000
3,1,49,6,75009,800000
2,1,"44,3",4,75017,500000
5,3,"116,4",3,75016,1545000
4,2,124,4,75016,1350000
7,4,240,1,75016,3450000
3,2,"51,4",1,75013,685000
2,1,"40,4",1,75013,535000
4,3,"86,6",3,75013,1350000
1,30,Étage,03,75013,375000
6,4,"131,5",2,75007,1790000
5,3,"105,3",4,75007,2320000
6,4,160,7,75016,1850000
2,1,"56,6",5,75008,995000
5,4,"165,4",5,75017,1590000
5,3,"164,6",2,75116,3500000
3,2,66,4,75016,1095000
5,2,101,3,75007,1990000
7,4,"265,6",3,75007,8995000
6,4,160,7,75016,1850000
5,3,105,3,75015,1325000
4,2,75,1,75006,1040000
5,4,110,3,75006,2300000
2,1,51,7,75008,1320000
4,2,90,4,75008,2400000
7,3,289,2,75008,3550000
6,4,166,2,75008,2350000
5,4,137,3,75116,2400000
3,2,58,1,75003,995000
5,3,107,8,75013,1249990
5,3,105,5,75017,918000
3,2,"61,4",3,75003,920000
3,2,"64,3",4,75017,795000
6,4,"190,1",2,75009,2100000
3,2,"63,5",2,75018,840000
2,1,53,4,75001,1095000
4,3,94,4,75011,1190000
6,3,"148,7",8,75019,1845000
3,2,"41,7",5,75005,695000
3,1,"54,5",2,75017,820000
4,2,"91,1",2,75017,1250000
3,1,"77,2",1,75016,1250000
7,4,"197,5",1,75007,2790000
4,2,107,2,75007,3200000
3,2,59,2,75006,1200000
3,2,"83,7",6,75116,1170000
3,2,"97,5",7,75116,1850000
3,2,70,1,75016,550000
3,1,"85,5",3,75016,1630000
5,3,"124,1",5,75017,1310000
6,4,"147,7",3,75007,2590000
6,5,"242,3",1,75016,2990000
4,3,112,6,75007,2200000
5,3,"136,2",4,75016,1620000
6,4,"128,5",6,75016,1150000
7,5,"278,5",3,75017,3200000
5,3,"142,3",4,75017,1850000
5,3,"175,1",2,75017,1980000
3,2,"72,6",3,75001,1395000
4,2,97,4,75017,1055000
5,3,131,5,75007,2250000
2,1,38,7,75015,339200
4,3,120,8,75015,1099500
5,4,"139,1",3,75006,2580000
1,33,Étage,12,75010,415000
2,1,36,4,75010,458000
6,4,137,6,75010,1300000
2,1,55,7,75006,1063000
3,2,61,7,75015,615000
4,3,"100,4",4,75017,1095000
4,2,81,5,75006,1600000
2,1,35,1,75010,300000
3,1,"127,5",2,75006,3528000
3,2,96,09,75014,1195000
4,3,104,09,75014,1495000
5,3,"147,5",3,75116,2150000
3,2,67,1,75013,630000
2,1,35,1,75010,300000
5,3,104,1,75019,680000
4,1,"103,7",2,75006,2029000
6,3,160,6,75008,2275000
5,3,110,8,75015,2145000
6,4,"167,5",6,75015,1498000
3,2,64,1,75001,1230000
2,1,47,2,75008,750000
5,4,151,5,75008,1550000
6,4,218,1,75116,2850000
4,2,97,27,75015,1100000
2,1,43,4,75008,670000
4,2,100,4,75008,1460000
3,2,56,4,75017,580000
2,1,50,4,75005,600000
4,3,94,4,75003,1100000
3,2,67,2,75010,726000
2,1,37,12,75019,375000
5,3,"122,1",2,75017,1380000
3,1,60,9,75011,519000
8,5,350,7,75016,4700000
4,2,"110,5",5,75017,1520000
2,1,"44,1",4,75015,570000
5,3,109,1,75008,1470000
3,1,111,4,75001,895000
8,5,230,5,75006,4495000
4,2,84,17,75014,930000
5,3,153,09,75014,1960000
6,4,"203,5",4,75016,3328000
5,3,125,8,75016,1365000
2,1,"45,5",2,75015,495000
4,3,160,3,75020,1600000
2,1,73,5,75005,1100000
5,3,98,4,75018,875000
3,2,96,5,75016,1135000
2,1,60,9,75008,2600000
2,1,"40,1",1,75013,370000
3,2,"48,6",2,75018,435000
7,4,222,2,75016,3270000
7,4,160,1,75007,2950000
3,2,95,1,75007,1920000
4,2,"108,3",3,75116,1350000
3,1,78,1,75016,890000
3,2,50,5,75005,569000
3,2,44,12,75019,410000
4,3,"105,3",1,75006,1600000
2,1,40,1,75006,600000
3,2,"83,1",3,75008,1045000
4,2,110,3,75006,2090000
5,2,137,4,75008,1990000
6,3,171,2,75017,2195000
3,2,87,1,75018,799000
4,3,95,13,75015,950000
2,1,50,6,75016,1000000
4,2,88,6,75016,1050000
5,3,95,3,75007,1590000
3,1,57,7,75015,545000
5,3,93,5,75017,995000
4,2,98,1,75016,820000
2,1,39,5,75014,385000
3,2,46,4,75006,690000
2,1,39,5,75006,760000
2,1,48,2,75010,493000
4,3,102,1,75003,999000
4,2,103,2,75018,772000
3,2,85,1,75015,677500
1,28,Étage,04,75019,375000
2,1,39,2,75019,485000
3,2,70,2,75019,840000
2,"47,8",Étage,04,75014,688000
3,2,"60,1",1,75020,618000
4,3,"84,2",1,75020,1244000
1,1,9,7,75017,79000
6,3,"229,9",2,75008,2990000
3,2,55,5,75016,624000
7,5,150,3,75015,1080000
2,1,25,3,75017,320000
4,2,"109,6",2,75006,3450000
4,2,94,6,75016,1545000
7,5,161,1,75015,1795000
5,3,"139,6",4,75015,1945000
5,2,120,5,75016,1299000
6,3,150,2,75016,1950000
5,3,97,1,75017,1100000
4,2,105,3,75006,2200000
6,4,174,4,75017,2220000
2,1,40,1,75006,575000
5,3,174,6,75016,1749000
3,2,65,3,75018,630000
4,3,165,4,75016,2200000
2,1,45,5,75017,415000
5,4,124,3,75011,1198000
4,3,90,7,75015,900000
2,1,37,2,75020,335000
2,1,35,1,75007,530000
5,3,121,4,75016,1900000
7,4,"258,8",3,75016,6250000
5,4,"158,8",2,75016,1490000
4,2,96,7,75015,1595000
6,4,"231,3",5,75016,3790000
6,4,206,5,75008,5400000
4,3,"96,6",2,75013,1081500
2,1,48,4,75017,488250
3,2,"64,7",1,75005,899000
5,4,"107,5",4,75116,1600000
5,3,"124,6",6,75006,2650000
5,3,107,1,75016,1150000
5,3,"122,8",4,75016,1250000
6,4,160,7,75016,1850000
5,3,"108,6",3,75016,1290000
5,3,"136,2",4,75016,1620000
3,2,62,1,75007,1300000
2,1,"47,5",4,75007,850000
4,2,"85,7",4,75006,1550000
3,2,48,4,75018,572000
4,2,88,4,75012,850000
2,1,53,1,75015,550000
6,5,155,4,75013,1695000
2,1,77,4,75012,424000
3,2,73,1,75012,694000
3,2,"56,5",2,75015,499000
3,2,51,3,75020,449000
3,2,78,1,75014,690000
3,2,74,3,75015,575000
5,3,110,4,75002,1390000
5,3,"102,1",5,75017,1450000
2,1,"43,2",2,75017,515000
4,3,94,8,75011,889000
7,4,226,3,75016,3500000
7,6,"207,7",2,75005,2990000
6,4,200,1,75016,1900000
3,2,78,3,75016,906000
2,1,36,1,75011,415000
2,2,80,3,75008,2150000
6,4,175,2,75008,2867000
3,1,57,5,75005,885000
2,1,30,3,75016,400000
2,1,40,5,75005,497490
7,4,259,1,75016,2860000
6,1,271,10,75016,8840000
3,2,57,1,75018,695000
6,4,"241,2",4,75016,3440000
4,3,126,2,75010,1138000
2,1,31,1,75018,252000
3,2,69,2,75011,615000
2,1,36,3,75003,648000
2,1,40,4,75018,420000
3,2,69,2,75003,615000
6,4,150,2,75116,2100000
8,4,"291,9",1,75008,5965000
5,3,145,5,75011,1380000
6,3,124,3,75020,1110000
5,3,"98,5",1,75012,930000
2,1,47,1,75017,630000
3,2,72,5,75014,748000
4,3,100,2,75014,965000
2,1,"68,8",3,75007,1225000
3,1,"62,7",4,75007,990000
2,1,"38,9",1,75007,609000
2,1,"28,5",4,75006,470000
5,4,"165,6",1,75007,1950000
3,2,"70,4",2,75006,1395000
7,5,175,2,75116,2950000
4,2,"88,5",3,75008,995000
5,3,155,5,75008,3450000
7,3,"219,7",5,75008,6200000
4,2,"125,1",1,75008,1890000
5,3,"148,3",3,75008,1980000
5,3,235,7,75016,5490000
2,1,"34,8",3,75008,595000
4,2,122,6,75008,1560000
7,5,234,3,75008,5200000
5,3,151,4,75007,3432000
3,2,"55,1",8,75007,1630000
5,3,134,5,75015,1680000
2,1,"35,7",1,75011,375000
3,2,"68,8",4,75006,995000
5,3,104,1,75006,1770000
4,3,88,1,75012,791900
4,2,86,3,75015,990000
2,1,"46,6",2,75014,416000
2,1,"56,4",6,75010,489000
4,2,"108,8",1,75017,1390000
7,5,180,1,75008,2100000
4,3,"123,5",4,75001,1795000
6,4,109,4,75014,1261000
3,2,47,3,75015,465000
3,2,60,1,75018,550000
2,1,34,1,75018,255000
3,2,53,1,75015,582750
3,2,89,4,75016,1235000
6,4,"196,1",3,75016,2250000
6,4,185,2,75017,1895000
3,2,57,1,75018,695000
2,1,47,3,75013,450000
5,3,112,2,75015,1069000
2,1,29,1,75011,330000
2,1,45,5,75001,580000
3,2,55,3,75002,740000
5,4,102,1,75018,1045000
2,1,45,2,75002,580000
3,2,60,5,75018,465000
3,2,53,1,75018,624000
3,2,56,3,75010,570000
6,4,173,8,75018,1799000
5,3,80,1,75018,665000
2,1,45,5,75002,610000
2,1,37,3,75017,475000
2,1,27,5,75018,240000
2,1,"29,9",3,75015,279000
2,1,17,8,75016,150000
